NCM Code,NCM Description,Country,2022 - US$ FOB,2022 - Net Weight,2022 - Quantity,2021 - US$ FOB,2021 - Net Weight,2021 - Quantity,2020 - US$ FOB,2020 - Net Weight,2020 - Quantity,2019 - US$ FOB,2019 - Net Weight,2019 - Quantity,2018 - US$ FOB,2018 - Net Weight,2018 - Quantity,2017 - US$ FOB,2017 - Net Weight,2017 - Quantity,2016 - US$ FOB,2016 - Net Weight,2016 - Quantity,2015 - US$ FOB,2015 - Net Weight,2015 - Quantity,2014 - US$ FOB,2014 - Net Weight,2014 - Quantity,2013 - US$ FOB,2013 - Net Weight,2013 - Quantity,2012 - US$ FOB,2012 - Net Weight,2012 - Quantity,2011 - US$ FOB,2011 - Net Weight,2011 - Quantity,2010 - US$ FOB,2010 - Net Weight,2010 - Quantity,2009 - US$ FOB,2009 - Net Weight,2009 - Quantity,2008 - US$ FOB,2008 - Net Weight,2008 - Quantity,2007 - US$ FOB,2007 - Net Weight,2007 - Quantity,2006 - US$ FOB,2006 - Net Weight,2006 - Quantity,2005 - US$ FOB,2005 - Net Weight,2005 - Quantity,2004 - US$ FOB,2004 - Net Weight,2004 - Quantity,2003 - US$ FOB,2003 - Net Weight,2003 - Quantity,2002 - US$ FOB,2002 - Net Weight,2002 - Quantity,2001 - US$ FOB,2001 - Net Weight,2001 - Quantity,2000 - US$ FOB,2000 - Net Weight,2000 - Quantity
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Japan,0,0,0,0,0,0,0,0,0,1429,153,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042910,Wine in containers larger than 10 liters,Spain,0,0,0,0,0,0,0,0,0,1363,3,6,4526,1719,1733,16572,2070,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Macedonia,0,0,0,0,0,0,0,0,0,874,1323,689,0,0,0,0,0,0,0,0,0,0,0,0,497,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Panama,0,0,0,0,0,0,0,0,0,96,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Belgium,0,0,0,0,0,0,0,0,0,30,7,9,1201,163,182,45221,4376,5877,1090,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042910,Wine in containers larger than 10 liters,France,0,0,0,0,0,0,0,0,0,0,0,0,1355,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,42,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,45,45,66449,25490,23255,95570,46240,44427,170717,145143,144767,456204,415008,411342,773557,1123956,1123956,52557,20547,20547,47734,10461,9621,1022,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414177,417945,413642,316327,186266,186049,266457,210884,211830,570583,605531,601322,539482,482265,482959,288897,226161,226360,180668,141712,140700,85655,52248,52286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61717,39936,39936,88279,54048,54048,55350,33888,33888,70848,45360,45360,28800,21600,21600,14400,10800,10800,31232,29280,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47323,29900,29900,81370,48133,48033,18419,5682,5682,28002,8709,8709,239431,262101,262101,30651,10143,10143,13156,6852,6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39275,5731,3943,46422,8605,7880,8070,969,969,41597,11058,8118,16666,4041,4050,7151,2415,2415,14664,1955,1960,11360,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35489,2175,4135,10093,529,1436,1138,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22614,11340,11340,0,0,0,1900,50,50,161,6,6,1210,3,25,0,0,0,1259,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,25525,25525,15104,9349,9474,26065,29805,29709,15146,15352,15358,20948,22600,22600,33486,34296,34300,140133,57535,57684,42580,13953,13956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6357,2226,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,18,18,0,0,0,2409,18,18,0,0,0,1369,101,63,0,0,0,0,0,0,2256,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,225,225,9635,1145,1194,46692,4733,4733,29117,7834,6141,68496,10468,19732,52601,30824,30824,13643,204,204,5838,1260,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,396,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12493,3755,3755,0,0,0,0,0,0,2925,453,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168,10179,10249,12178,276,276,403,15,15,36088,22311,22311,4516,153,153,5246,180,180,3976,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7281,622,618,64712,24744,24744,12010,1675,1272,0,0,0,505,24,24,15865,1233,1233,11175,6737,6737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386,45,45,1128,18,18,0,0,0,1592,36,36,0,0,0,16800,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5691,3860,3860,337,3,3,436,3,3,0,0,0,15425,15241,15120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21403,14085,14085,14463,9383,8640,500,446,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20892,8000,4500,42918,19912,11925,37492,16420,9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380,4253,4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10782,3131,2760,0,0,0,11697,5824,6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,1193,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7271,680,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,530,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264603,141315,141378,172388,115263,119493,167299,134649,126832,46806,40140,40166,324603,109053,103519,124900,35977,35789,35795,41730,39105,52873,28200,22950,247765,55814,55885,45902,12545,13940
22042900,"Other wine, grape must, fermented to added alcohol",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16942,9329,9146,12881,1299,1299,4281,792,792,24542,4557,4557,137392,140732,136382,370710,358354,350354,337025,328755,328899,61326,60983,47514,18908,8135,9456,28362,14235,11928
22042900,"Other wine, grape must, fermented to added alcohol",Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9920,9300,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,2889,2889,12094,565,565,10456,273,273,8739,222,222,17492,1998,1998,1902,675,675,42849,21029,21060,0,0,0,78543,32003,32003,31025,16870,16876
22042900,"Other wine, grape must, fermented to added alcohol",Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,257,257,8094,706,706,11104,3006,2586,37923,24025,13425,230915,205729,136710,400889,404177,297594,226396,198727,161667,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,32,32,54232,4317,4299,27387,6787,5115,2842,122,122,3426,675,675,1644,900,900,13245,9225,9225,12277,9226,9226,14842,3960,3960,30597,11025,12900
22042900,"Other wine, grape must, fermented to added alcohol",Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27789,10650,10650,45202,36318,36318,58480,46000,46164,100340,70388,70472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9553,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,191,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,1485,1485,2915,2390,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,1350,1350,6349,4122,4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,540,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,800,800,0,0,0,560,450,50,0,0,0,2169,1143,1143,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,272,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4481,360,360,0,0,0,0,0,0,0,0,0,1792,504,672
22042900,"Other wine, grape must, fermented to added alcohol",Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,972,713,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13661,5400,5400
