NCM Code,NCM Description,Country,2022 - US$ FOB,2022 - Net Weight,2022 - Quantity,2021 - US$ FOB,2021 - Net Weight,2021 - Quantity,2020 - US$ FOB,2020 - Net Weight,2020 - Quantity,2019 - US$ FOB,2019 - Net Weight,2019 - Quantity,2018 - US$ FOB,2018 - Net Weight,2018 - Quantity,2017 - US$ FOB,2017 - Net Weight,2017 - Quantity,2016 - US$ FOB,2016 - Net Weight,2016 - Quantity,2015 - US$ FOB,2015 - Net Weight,2015 - Quantity,2014 - US$ FOB,2014 - Net Weight,2014 - Quantity,2013 - US$ FOB,2013 - Net Weight,2013 - Quantity,2012 - US$ FOB,2012 - Net Weight,2012 - Quantity,2011 - US$ FOB,2011 - Net Weight,2011 - Quantity,2010 - US$ FOB,2010 - Net Weight,2010 - Quantity,2009 - US$ FOB,2009 - Net Weight,2009 - Quantity,2008 - US$ FOB,2008 - Net Weight,2008 - Quantity,2007 - US$ FOB,2007 - Net Weight,2007 - Quantity,2006 - US$ FOB,2006 - Net Weight,2006 - Quantity,2005 - US$ FOB,2005 - Net Weight,2005 - Quantity,2004 - US$ FOB,2004 - Net Weight,2004 - Quantity,2003 - US$ FOB,2003 - Net Weight,2003 - Quantity,2002 - US$ FOB,2002 - Net Weight,2002 - Quantity,2001 - US$ FOB,2001 - Net Weight,2001 - Quantity,2000 - US$ FOB,2000 - Net Weight,2000 - Quantity
22042911,Wines in containers with capacity not over 5 liters,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493,540,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163200,190982,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,233,210,2199,686,138,0,0,0,935,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,39,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,131,62,0,0,0,454,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,64,36,150,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,219,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85975,71600,72146,110364,112900,113584,23015,22000,22146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,95,32,8603,23500,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,584,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Democratic Republic of the Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,6,2355,2505,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042919,Wines in containers with capacity over 5 liter,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,238320,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042911,Wines in containers with capacity not over 5 liters,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5732280,21912914,22054928,1640954,5344438,5370566,0,0,0,33600,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396000,1313616,1317576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168923,141000,141000,48942,49090,49436,35878,49634,49830,13200,17732,10088,28733,17741,9900,21864,16080,9000,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78432,118550,119238,127235,195557,194849,269711,319502,311323,180033,284141,283180,208713,525481,526168,179367,397859,398703,55781,132968,133577,61265,101057,101389,191437,315450,316347,334467,614880,616864
22042900,"Other wine, grape must, fermented to added alcohol",Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73538,99300,88066,122478,175648,145007,197212,288063,220292,129714,212647,201858,109044,179337,167164,155874,380896,346148,151600,445882,407009,119096,378453,366053,1005641,2360833,2352452,1907481,4174796,4004639
22042900,"Other wine, grape must, fermented to added alcohol",Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68487,118580,118800,109269,143216,143412,11402,3111,3082,0,0,0,38654,27272,1756,1905,710,292,0,0,0,0,0,0,1229,560,70,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49680,143880,144000,11263,4050,4050,0,0,0,0,0,0,22385,17688,2200,29556,17688,2200,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46516,33931,32468,0,0,0,62,8,3,1160,312,180,306,153,34,46016,32717,12960,10533,18516,9660,2975,7644,1300,4734,761,505,11188,6000,6000
22042900,"Other wine, grape must, fermented to added alcohol",Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,119900,120000,0,0,0,0,0,0,39600,53196,29700,0,0,0,0,0,0,0,0,0,1800,405,540,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34106,29623,30352,35594,34031,24917,65512,59240,51315,51180,54860,43421,96965,83863,57406,17480,16701,11310,439,69,38,2,100,2,0,0,0,967,390,380
22042900,"Other wine, grape must, fermented to added alcohol",Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17122,33023,30792,3607,3856,3390,3550,4985,4985,6961,5822,750,150375,341004,321978,0,0,0,0,0,0,1808,2760,1840,46490,186227,176167,63249,173127,172980
22042900,"Other wine, grape must, fermented to added alcohol",Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,47808,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,169,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,23,170,27,13,0,0,0,55,13,11,0,0,0,0,0,0,0,0,0,4,71,2,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71641,214726,216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16063,585,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,340,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13470,7918,90000,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,55,45,0,0,0,0,0,0,0,0,0,0,0,0,21,31,9,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,22700,22700,14904,24193,24193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788,2352,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4521,951,336,3596,578,399,1328,563,174,2742,1448,719,0,0,0,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,581,120,0,0,0,1188,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,16120,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,11088,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,1008,540,0,0,0,0,0,0,581,5800,5800,6610,14060,13235,4824,6875,6392,19073,28275,20515
22042900,"Other wine, grape must, fermented to added alcohol",Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,134,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50156,35561,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48862,20000,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19320,13608,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840,925,500,0,0,0,300,180,100,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533,3000,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,7,0,0,0,4,10,5,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,31,31,0,0,0,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4,0,0,0,0,0,0,0,0,0
22042900,"Other wine, grape must, fermented to added alcohol",Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,0,0,0,0,0,0,0,0,0
22042100,"Other wine, grape must, fermen.alcohol containers<=2l",Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,5,0,0,0,0,0,0
